Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation
18153,18153,boissons,boissons sans alcool,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",1.5497448,0.42275921,0.17779866,0.13407735,0.015708527,0
18150,18150,boissons,boissons sans alcool,"Chicorée et café, poudre soluble","Mix of chicory and coffee, powder, instant, non rehydrated",8.4425982,5.128831,0.47839023,0.33332808,0.015708527,0
18161,18161,boissons,boissons sans alcool,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant chicory, without sugar and artificial sweeteners, ready-to-drink (reconstituted with standard semi-skimmed milk)",0.98456338,0.011757874,0.17779866,0.12132515,0.015708527,0
18152,18152,boissons,boissons sans alcool,"Chicorée, poudre soluble","Chicory, powder, instant",0.014448574,0.077874244,0.0096890898,0.0060532488,0.00030150552,0.01125073
5022,5022,boissons,boisson alcoolisées,Cidre aromatisé (framboise),Flavoured cider,0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618
5021,5021,boissons,boisson alcoolisées,Cidre bouché demi-sec,"Cider, half-dry",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618
5006,5006,boissons,boisson alcoolisées,Cidre brut,"Cider, dry",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618
5007,5007,boissons,boisson alcoolisées,Cidre doux,"Cider, sweet",0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618
5020,5020,boissons,boisson alcoolisées,Cidre traditionnel,Cider,0.1247851,0.11607905,0.47839023,0.3030092,0.035436375,0.0066875618
18220,18220,boissons,boissons sans alcool,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","Lemon or lime base, for beverage, without sugar (to be diluted)",0.12781002,0.037888299,0.47839023,0.18824701,0.015376781,0
1012,1012,boissons,boisson alcoolisées,Cocktail à base de rhum,Rum-based cocktail,0.085102684,0.1498878,0.47839023,0.17630812,0.015134715,0.0066875618
1013,1013,boissons,boisson alcoolisées,Cocktail à base de whisky,Whiskey-based cocktail,0.0031697194,0.22296515,0.47839023,0.16279608,0.015134715,0.0066875618
2008,2008,boissons,boisson alcoolisées,Cocktail sans alcool (à base de jus de fruits et de sirop),"Cocktail, alcohol-free (juices and syrup-based cocktail)",0.10182227,0.016368791,0.47839023,0.28245786,0.035436375,0.0066875618
1022,1022,boissons,boisson alcoolisées,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",0.11842009,0.14131074,0.47839023,0.28205,0.035436375,0.0066875618
18060,18060,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants","Cola, without sugar and with artificial sweetener(s)",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618
18068,18068,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants, sans caféine","Cola, without sugar, with artificial sweetener(s) and with caffeine",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618
18018,18018,boissons,boissons sans alcool,"Cola, sucré","Cola, with sugar",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618
18037,18037,boissons,boissons sans alcool,"Cola, sucré, avec édulcorants","Cola, with sugar and artificial sweetener(s)",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618
18067,18067,boissons,boissons sans alcool,"Cola, sucré, sans caféine","Cola, with sugar and without caffeine",0.065047772,0.027863433,0.17779866,0.1992156,0.035436375,0.0066875618
1021,1021,boissons,boisson alcoolisées,Crème de cassis,Blackcurrant liqueur,0.70759055,0.090725398,0.47839023,0.18249581,0.015134715,0.0066875618
18039,18039,boissons,boissons sans alcool,Diabolo (limonade et sirop),Lemonade with a flavoured syrup,0.092843841,0.046621231,0.17779866,0.20099211,0.035436375,0.0066875618
76080,76080,boissons,eaux,"Eau de source Cristaline, embouteillée, non gazeuse","Spring still water (Cristaline), bottled",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76028,76028,boissons,eaux,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)","Spring water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
1001,1001,boissons,boisson alcoolisées,Eau de vie,Clear fruit brandy or eau-de-vie,0.0062273465,0.43804549,0.47839023,0.17680375,0.015134715,0
1023,1023,boissons,boisson alcoolisées,"Eau de vie de vin, type armagnac, cognac","Spirit made from wine, armagnac or cognac type",0.0062273465,0.43804549,0.47839023,0.17680375,0.015134715,0.0066875618
18430,18430,boissons,eaux,Eau embouteillée de source,"Water, bottled",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76000,76000,boissons,eaux,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)","Mineral still water (Abatilles), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76001,76001,boissons,eaux,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)","Mineral still water (Aix-les-Bains), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76002,76002,boissons,eaux,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)","Mineral sparkling water (Aziac), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76004,76004,boissons,eaux,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)","Mineral still water (Amanda), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76079,76079,boissons,eaux,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)","Mineral still water (Appollinaris), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76006,76006,boissons,eaux,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)","Mineral sparkling water (Arcens), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76007,76007,boissons,eaux,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)","Mineral sparkling water (Ardesy), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76062,76062,boissons,eaux,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Mineral still water (Avra), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76061,76061,boissons,eaux,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)","Mineral sparkling water (Badoit), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76063,76063,boissons,eaux,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)","Mineral still water (Beckerich), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76081,76081,boissons,eaux,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)","Mineral still water (Biovive), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76100,76100,boissons,eaux,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)","Water, mineral, carbonated ou non-carbonated, CAROLA",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76010,76010,boissons,eaux,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)","Mineral still water (Celtic), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76011,76011,boissons,eaux,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)","Mineral still water (Chambon), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76012,76012,boissons,eaux,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)","Mineral still water (Chantemerle), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76013,76013,boissons,eaux,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)","Mineral sparkling water (Chateauneuf), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76014,76014,boissons,eaux,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)","Mineral sparkling water (Chateldon), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76065,76065,boissons,eaux,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Mineral still water (Chaudfontaine), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76066,76066,boissons,eaux,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)","Mineral still water (Christinen Brunnen), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76083,76083,boissons,eaux,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)","Mineral sparkling water (Cilaos), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76015,76015,boissons,eaux,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (Clos de l'Abbaye), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76016,76016,boissons,eaux,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","Mineral still water (Contrex), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76067,76067,boissons,eaux,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)","Mineral still water (Courmayer), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76017,76017,boissons,eaux,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)","Mineral still water (Dax), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76019,76019,boissons,eaux,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)","Mineral still water (Didier), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76018,76018,boissons,eaux,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)","Mineral sparkling water (Didier), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76102,76102,boissons,eaux,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)","Water, mineral, non-carbonated, EDEN",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76020,76020,boissons,eaux,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)","Mineral still water (Evian), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76022,76022,boissons,eaux,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)","Mineral still water (Hépar), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76023,76023,boissons,eaux,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)","Mineral sparkling water (Hydroxydase), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76082,76082,boissons,eaux,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)","Mineral still water (La Cairolle), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76085,76085,boissons,eaux,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","Mineral still water (La Française), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76069,76069,boissons,eaux,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)","Mineral still water (Levissima), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76025,76025,boissons,eaux,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)","Mineral still water (Luchon), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76070,76070,boissons,eaux,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Mineral still water (Luso), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76101,76101,boissons,eaux,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)","Water, mineral, non-carbonated, MONT-BLANC",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76086,76086,boissons,eaux,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)","Mineral still water (Montcalm), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76087,76087,boissons,eaux,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)","Mineral still water (Montclar), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76027,76027,boissons,eaux,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)","Mineral water (Mont-Roucous, bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76071,76071,boissons,eaux,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","Mineral still water (Néro), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76088,76088,boissons,eaux,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)","Mineral sparkling water (Nessel), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76089,76089,boissons,eaux,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)","Mineral sparkling water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76090,76090,boissons,eaux,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)","Mineral still water (Ogeu), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76029,76029,boissons,eaux,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (Orée du bois), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76030,76030,boissons,eaux,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)","Mineral sparkling water (Orezza), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76031,76031,boissons,eaux,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)","Mineral sparkling water (Parot), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76072,76072,boissons,eaux,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","Mineral still water (Penacova), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76060,76060,boissons,eaux,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)","Mineral sparkling water (Perrier), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76032,76032,boissons,eaux,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)","Mineral still water (Plancoet), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76091,76091,boissons,eaux,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)","Mineral still water (Prince Noir), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76033,76033,boissons,eaux,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","Mineral still water (Propiac), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76034,76034,boissons,eaux,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)","Mineral sparkling water (Puits St Georges), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76035,76035,boissons,eaux,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)","Mineral sparkling water (Quézac), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76036,76036,boissons,eaux,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)","Mineral sparkling water (Reine des basaltes), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76037,76037,boissons,eaux,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)","Mineral sparkling water (Rozana), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76038,76038,boissons,eaux,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)","Mineral still water (Sail-les-Bains), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76039,76039,boissons,eaux,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)","Mineral sparkling water (Salvetat), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76074,76074,boissons,eaux,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)","Mineral water (San Bernardo), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76075,76075,boissons,eaux,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)","Mineral sparkling water (San Pellegrino), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76076,76076,boissons,eaux,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)","Mineral still water (Spa-Reine), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76092,76092,boissons,eaux,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)","Mineral sparkling water (St-Alban), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76043,76043,boissons,eaux,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)","Mineral still water (St-Amand), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76044,76044,boissons,eaux,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)","Mineral still water (St-Antonin), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76046,76046,boissons,eaux,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)","Mineral sparkling water (St-Diéry), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76047,76047,boissons,eaux,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)","Mineral sparkling water (Ste-Marguerite), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76093,76093,boissons,eaux,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)","Mineral sparkling water (St-Géron), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76094,76094,boissons,eaux,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)","Mineral sparkling water (St-Michel-de-Mourcairol), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76049,76049,boissons,eaux,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)","Mineral sparkling water (St-Yorre), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76050,76050,boissons,eaux,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)","Mineral still water (Thonon), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76095,76095,boissons,eaux,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)","Mineral still water (Treignac), bottled, very lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76096,76096,boissons,eaux,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)","Mineral sparkling water (Vals), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76078,76078,boissons,eaux,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Mineral still water (Valvert), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76097,76097,boissons,eaux,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)","Mineral still water (Vauban), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76053,76053,boissons,eaux,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)","Mineral sparkling water (Ventadour), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76054,76054,boissons,eaux,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)","Mineral sparkling water (Vernet), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76024,76024,boissons,eaux,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)","Mineral sparkling water (Vernière), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76055,76055,boissons,eaux,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)","Mineral sparkling water (Vichy Célestins), bottled, strongly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76056,76056,boissons,eaux,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)","Mineral still water (Vittel), bottled, averagely mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76058,76058,boissons,eaux,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)","Mineral sparkling water (Volvic active), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76057,76057,boissons,eaux,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)","Mineral still water (Volvic), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
76059,76059,boissons,eaux,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)","Mineral still water (Wattwiller), bottled, lightly mineralized",0.004458047,0,0.14391106,0.10289917,0.015376781,0.00095536598
1002,1002,boissons,boisson alcoolisées,Gin,Gin,0.0062273465,0.43804549,0.47839023,0.17680375,0.015134715,0.0066875618
2000,2000,boissons,boissons sans alcool,"Jus d'ananas, à base de concentré","Pineapple juice, reconstituted from a concentrate",4.2602781,0.14403508,0.10010411,0.20569664,0.014506712,0
2073,2073,boissons,boissons sans alcool,"Jus d'ananas, pur jus","Pineapple juice, pure juice",5.8936515,0.077951799,0.10010411,0.42715648,0.014506712,0
1,1,boissons,boissons sans alcool,Jus de betterave,"Beetroot juice, pure juice",0.26087045,0.12084737,0.47839023,0.28462639,0.015016518,0
2006,2006,boissons,boissons sans alcool,"Jus de carotte, pur jus","Carrot juice, pure juice",0.12087598,0.02263967,0.067563491,0.12423458,0.01478558,0
2028,2028,boissons,boissons sans alcool,"Jus de citron, pur jus","Lemon juice, pure juice",0.32521634,0.095919054,0.14884651,0.20460943,0.014929076,0
0002,0002,boissons,boissons sans alcool,Jus de fruits rouges,"Mixed red fruits juice, pure juice",0.31648144,0.039483029,0.10010411,0.15631059,0.014506712,0
2023,2023,boissons,boissons sans alcool,"Jus de mangue, frais","Mango juice, fresh",0.037364205,0.17778131,0.067563491,0.18062092,0.014506712,0
2027,2027,boissons,boissons sans alcool,"Jus de pamplemousse (pomelo), pur jus","Grapefruit juice, pure juice",0.41156135,0.080386453,0.067563491,0.42454562,0.01478558,0
2074,2074,boissons,boissons sans alcool,"Jus de pomme, pur jus","Apple juice, pure juice",0.1247851,0.11607905,0.10010411,0.14557957,0.015376781,0
2016,2016,boissons,boissons sans alcool,"Jus de raisin, pur jus","Grape juice, pure juice",0.22510287,0.020422041,0.067563491,0.11905251,0.014589261,0
2053,2053,boissons,boissons sans alcool,"Jus de tomate, pur jus (aliment moyen)","Tomato juice, pure juice (average)",0.15560257,0.057217377,0.067563491,0.20384269,0.014929076,0
2012,2012,boissons,boissons sans alcool,"Jus d'orange, à base de concentré","Orange juice, reconstituted from a concentrate",0.13674821,0.54147232,0.067563491,0.34225875,0.014506712,0
2013,2013,boissons,boissons sans alcool,"Jus d'orange, maison","Orange juice, home-made",0.24960858,0.32164033,0.10010411,0.19381106,0.035436375,0.0066875618
2011,2011,boissons,boissons sans alcool,"Jus multifruit - base orange, multivitaminé","Mixed fruits juice, orange based, multivitamin",0.063457863,0.71810643,0.067563491,0.21636708,0.014506712,0
2048,2048,boissons,boissons sans alcool,"Jus multifruit - base pomme, standard","Fruit juice, mixed - apple base, standard",0.062509269,0.34420311,0.10010411,0.20732105,0.014506712,0
2069,2069,boissons,boissons sans alcool,"Jus multifruit, à base de concentré, standard","Mixed fruits juice, reconstituted from a concentrate, multivitamin",0.3110803,0.088741126,0.14884651,0.32189098,0.035436375,0.0066875618
2002,2002,boissons,boissons sans alcool,"Jus multifruit, pur jus, multivitaminé","Mixed fruits juice, pure juice, multivitamin",0.3110803,0.088741126,0.14884651,0.32189098,0.035436375,0.0066875618
2035,2035,boissons,boissons sans alcool,"Jus multifruit, pur jus, standard","Mixed fruits juice, pure juice",0.3110803,0.088741126,0.14884651,0.32189098,0.035436375,0.0066875618
1018,1018,boissons,boisson alcoolisées,Kir (au vin blanc),Kir (Cocktail of white wine with red fruit liqueur),0.42519606,0.051178437,0.47839023,0.30839278,0.035436375,0.0066875618
1019,1019,boissons,boisson alcoolisées,Kir royal (au champagne),Champagne kir (Cocktail of champagne with red fruit liqueur),0.43586975,0.052666327,0.47839023,0.30803385,0.035436375,0.0066875618
18041,18041,boissons,boissons sans alcool,Lait de coco ou Crème de coco,Coconut milk or coconut cream,0.069831567,0.088162481,0.10010411,0.20988409,0.03281187,0.0066875618
